Iso639,Language,Visibility,Family,Region,Primary Country,Country Code,Lat,Lon
nyk,<a href='https://www.ethnologue.com/language/nyk' target='_blank'>Nyaneka</a>,14.472252448313384,Niger-Congo,Middle Africa,Angola,AO,-14.8662,14.0226
ybb,<a href='https://www.ethnologue.com/language/ybb' target='_blank'>Yemba</a>,14.472252448313384,Niger-Congo,Middle Africa,Cameroon,CM,5.4704,10.0544
yer,<a href='https://www.ethnologue.com/language/yer' target='_blank'>Tarok</a>,14.472252448313384,Niger-Congo,Western Africa,Nigeria,NG,8.9745,10.2348
pil,<a href='https://www.ethnologue.com/language/pil' target='_blank'>Yom</a>,14.472252448313384,Niger-Congo,Western Africa,Benin,BJ,9.8419,1.7954
fur,<a href='https://www.ethnologue.com/language/fur' target='_blank'>Friulian</a>,14.472252448313384,Indo-European,Southern Europe,Italy,IT,46.1473,13.0493
wsg,<a href='https://www.ethnologue.com/language/wsg' target='_blank'>Adilabad Gondi</a>,14.472252448313384,Dravidian,Southern Asia,India,IN,19.5927,79.2535
mde,<a href='https://www.ethnologue.com/language/mde' target='_blank'>Maba (Chad)</a>,15.070729053318823,Nilo-Saharan,Middle Africa,Chad,TD,13.6927,21.253
mcn,<a href='https://www.ethnologue.com/language/mcn' target='_blank'>Masana</a>,15.097932535364528,Afro-Asiatic,Middle Africa,Chad,TD,10.3249,15.5865
sur,<a href='https://www.ethnologue.com/language/sur' target='_blank'>Mwaghavul</a>,15.097932535364528,Afro-Asiatic,Western Africa,Nigeria,NG,9.5395,9.043
gxx,<a href='https://www.ethnologue.com/language/gxx' target='_blank'>Wè Southern</a>,15.15233949945593,Niger-Congo,Western Africa,Côte d’Ivoire,CI,6.5964,-7.5761
khw,<a href='https://www.ethnologue.com/language/khw' target='_blank'>Khowar</a>,15.179542981501632,Indo-European,Southern Asia,Pakistan,PK,36.3753,72.3
alw,<a href='https://www.ethnologue.com/language/alw' target='_blank'>Alaba-K’abeena</a>,15.206746463547335,Afro-Asiatic,Eastern Africa,Ethiopia,ET,7.3996,38.1838
ssy,<a href='https://www.ethnologue.com/language/ssy' target='_blank'>Saho</a>,15.233949945593036,Afro-Asiatic,Eastern Africa,Eritrea,ER,14.4543,40.0798
kvr,<a href='https://www.ethnologue.com/language/kvr' target='_blank'>Kerinci</a>,15.261153427638737,Austronesian,South-Eastern Asia,Indonesia,ID,-1.9558,101.4285
the,<a href='https://www.ethnologue.com/language/the' target='_blank'>Chitwania Tharu</a>,15.261153427638737,Indo-European,Southern Asia,Nepal,NP,27.6264,84.3233
aiw,<a href='https://www.ethnologue.com/language/aiw' target='_blank'>Aari</a>,15.261153427638737,Afro-Asiatic,Eastern Africa,Ethiopia,ET,5.9341,36.5591
gbl,<a href='https://www.ethnologue.com/language/gbl' target='_blank'>Gamit</a>,15.342763873775844,Indo-European,Southern Asia,India,IN,21.072,73.7351
tui,<a href='https://www.ethnologue.com/language/tui' target='_blank'>Tupuri</a>,15.342763873775844,Niger-Congo,Middle Africa,Cameroon,CM,10.065,14.8408
tyv,<a href='https://www.ethnologue.com/language/tyv' target='_blank'>Tuvinian</a>,15.397170837867247,Turkic,Eastern Europe,Russian Federation,RU,50.8899,92.4716
tap,<a href='https://www.ethnologue.com/language/tap' target='_blank'>Taabwa</a>,15.424374319912948,Niger-Congo,Middle Africa,Democratic Republic of the Congo,CD,-6.2666,28.721800000000002
gej,<a href='https://www.ethnologue.com/language/gej' target='_blank'>Gen</a>,15.451577801958653,Niger-Congo,Western Africa,Togo,TG,6.2595,1.6486
tza,<a href='https://www.ethnologue.com/language/tza' target='_blank'>Tanzanian Sign Language</a>,15.478781284004354,Sign language,Eastern Africa,Tanzania,TZ,-6.8243,39.127
wni,<a href='https://www.ethnologue.com/language/wni' target='_blank'>Ndzwani Comorian</a>,15.505984766050055,Niger-Congo,Eastern Africa,Comoros,KM,-12.2186,44.4365
kvx,<a href='https://www.ethnologue.com/language/kvx' target='_blank'>Parkari Koli</a>,15.505984766050055,Indo-European,Southern Asia,Pakistan,PK,24.7393,69.2619
ets,<a href='https://www.ethnologue.com/language/ets' target='_blank'>Yekhee</a>,15.560391730141458,Niger-Congo,Western Africa,Nigeria,NG,7.0949,6.47
dav,<a href='https://www.ethnologue.com/language/dav' target='_blank'>Taita</a>,15.560391730141458,Niger-Congo,Eastern Africa,Kenya,KE,-3.771,38.5901
nle,<a href='https://www.ethnologue.com/language/nle' target='_blank'>East Nyala</a>,15.614798694232862,Niger-Congo,Eastern Africa,Kenya,KE,0.3977,34.6683
wss,<a href='https://www.ethnologue.com/language/wss' target='_blank'>Wasa</a>,15.614798694232862,Niger-Congo,Western Africa,Ghana,GH,5.7411,-2.1603
pce,<a href='https://www.ethnologue.com/language/pce' target='_blank'>Ruching Palaung</a>,15.669205658324264,Austro-Asiatic,South-Eastern Asia,Myanmar,MM,20.6667,96.5078
pap,<a href='https://www.ethnologue.com/language/pap' target='_blank'>Papiamento</a>,15.696409140369969,Creole,Caribbean,Curacao,CW,12.1423,-68.9456
ase,<a href='https://www.ethnologue.com/language/ase' target='_blank'>American Sign Language</a>,15.72361262241567,Sign language,Northern America,United States,US,38.9087,-76.9926
tog,<a href='https://www.ethnologue.com/language/tog' target='_blank'>Tonga (Nyasa)</a>,15.750816104461371,Niger-Congo,Eastern Africa,Malawi,MW,-11.7413,34.0493
tcz,<a href='https://www.ethnologue.com/language/tcz' target='_blank'>Thado Chin</a>,15.778019586507073,Sino-Tibetan,Southern Asia,India,IN,24.3724,93.8196
box,<a href='https://www.ethnologue.com/language/box' target='_blank'>Buamu</a>,15.805223068552774,Niger-Congo,Western Africa,Burkina Faso,BF,12.0528,-3.7057
gya,<a href='https://www.ethnologue.com/language/gya' target='_blank'>Northwest Gbaya</a>,15.832426550598477,Niger-Congo,Middle Africa,Central African Republic,CF,6.1829,15.1454
dks,<a href='https://www.ethnologue.com/language/dks' target='_blank'>Southeastern Dinka</a>,15.859630032644178,Nilo-Saharan,Eastern Africa,South Sudan,SS,6.8436,31.4626
dtp,<a href='https://www.ethnologue.com/language/dtp' target='_blank'>Kadazan Dusun</a>,15.88683351468988,Austronesian,South-Eastern Asia,Malaysia,MY,5.9714,116.5673
jra,<a href='https://www.ethnologue.com/language/jra' target='_blank'>Jarai</a>,15.91403699673558,Austronesian,South-Eastern Asia,Viet Nam,VN,13.7849,107.9267
nyu,<a href='https://www.ethnologue.com/language/nyu' target='_blank'>Nyungwe</a>,15.941240478781285,Niger-Congo,Eastern Africa,Mozambique,MZ,-16.3281,33.2499
njo,<a href='https://www.ethnologue.com/language/njo' target='_blank'>Ao Naga</a>,15.968443960826987,Sino-Tibetan,Southern Asia,India,IN,26.3929,94.4254
fbl,<a href='https://www.ethnologue.com/language/fbl' target='_blank'>West Albay Bikol</a>,15.995647442872688,Austronesian,South-Eastern Asia,Philippines,PH,13.2121,123.4572
iqw,<a href='https://www.ethnologue.com/language/iqw' target='_blank'>Ikwo</a>,15.995647442872688,Niger-Congo,Western Africa,Nigeria,NG,6.1242,8.2027
ssb,<a href='https://www.ethnologue.com/language/ssb' target='_blank'>Southern Sama</a>,15.995647442872688,Austronesian,South-Eastern Asia,Philippines,PH,4.5927,118.3384
aju,<a href='https://www.ethnologue.com/language/aju' target='_blank'>Judeo-Moroccan Arabic</a>,16.077257889009793,Afro-Asiatic,Western Asia,Israel,IL,33.5656,-7.6191
arn,<a href='https://www.ethnologue.com/language/arn' target='_blank'>Mapudungun</a>,16.104461371055496,Mapudungu,South America,Chile,CL,-39.2452,-71.0191
bwx,<a href='https://www.ethnologue.com/language/bwx' target='_blank'>Bu-Nao Bunu</a>,16.131664853101196,Hmong-Mien,Eastern Asia,China,CN,24.3766,107.7311
thq,<a href='https://www.ethnologue.com/language/thq' target='_blank'>Kochila Tharu</a>,16.131664853101196,Indo-European,Southern Asia,Nepal,NP,26.7065,87.0461
ijn,<a href='https://www.ethnologue.com/language/ijn' target='_blank'>Kalabari</a>,16.131664853101196,Niger-Congo,Western Africa,Nigeria,NG,4.5198,6.6996
las,<a href='https://www.ethnologue.com/language/las' target='_blank'>Lama (Togo)</a>,16.131664853101196,Niger-Congo,Western Africa,Togo,TG,6.7466,1.0229
gru,<a href='https://www.ethnologue.com/language/gru' target='_blank'>Kistane</a>,16.240478781284004,Afro-Asiatic,Eastern Africa,Ethiopia,ET,8.3131,38.504
sxn,<a href='https://www.ethnologue.com/language/sxn' target='_blank'>Sangir</a>,16.240478781284004,Austronesian,South-Eastern Asia,Indonesia,ID,3.5624,125.538
kun,<a href='https://www.ethnologue.com/language/kun' target='_blank'>Kunama</a>,16.29488574537541,Nilo-Saharan,Eastern Africa,Eritrea,ER,14.7346,37.3203
lkb,<a href='https://www.ethnologue.com/language/lkb' target='_blank'>Kabras</a>,16.32208922742111,Niger-Congo,Eastern Africa,Kenya,KE,0.4462,34.8339
srb,<a href='https://www.ethnologue.com/language/srb' target='_blank'>Sora</a>,16.32208922742111,Austro-Asiatic,Southern Asia,India,IN,19.5185,84.6096
hmz,<a href='https://www.ethnologue.com/language/hmz' target='_blank'>Hmong Shua</a>,16.376496191512512,Hmong-Mien,Eastern Asia,China,CN,26.6652,105.7643
bmb,<a href='https://www.ethnologue.com/language/bmb' target='_blank'>Bembe</a>,16.376496191512512,Niger-Congo,Middle Africa,Democratic Republic of the Congo,CD,-4.1969,28.6729
rnd,<a href='https://www.ethnologue.com/language/rnd' target='_blank'>Ruund</a>,16.430903155603918,Niger-Congo,Middle Africa,Democratic Republic of the Congo,CD,-9.0151,22.9382
ngb,<a href='https://www.ethnologue.com/language/ngb' target='_blank'>Northern Ngbandi</a>,16.45810663764962,Niger-Congo,Middle Africa,Democratic Republic of the Congo,CD,3.5636,21.8525
bwr,<a href='https://www.ethnologue.com/language/bwr' target='_blank'>Bura-Pabir</a>,16.48531011969532,Afro-Asiatic,Western Africa,Nigeria,NG,10.5303,12.1969
lpo,<a href='https://www.ethnologue.com/language/lpo' target='_blank'>Lipo</a>,16.48531011969532,Sino-Tibetan,Eastern Asia,China,CN,26.6719,100.8724
bde,<a href='https://www.ethnologue.com/language/bde' target='_blank'>Bade</a>,16.48531011969532,Afro-Asiatic,Western Africa,Nigeria,NG,12.6681,10.7546
ige,<a href='https://www.ethnologue.com/language/ige' target='_blank'>Igede</a>,16.48531011969532,Niger-Congo,Western Africa,Nigeria,NG,7.0598,8.087
ksh,<a href='https://www.ethnologue.com/language/ksh' target='_blank'>Kölsch</a>,16.48531011969532,Indo-European,Western Europe,Germany,DE,50.947,6.927
mry,<a href='https://www.ethnologue.com/language/mry' target='_blank'>Mandaya</a>,16.48531011969532,Austronesian,South-Eastern Asia,Philippines,PH,7.8155,126.3062
twx,<a href='https://www.ethnologue.com/language/twx' target='_blank'>Tewe</a>,16.48531011969532,Niger-Congo,Eastern Africa,Mozambique,MZ,-18.4646,33.7626
ann,<a href='https://www.ethnologue.com/language/ann' target='_blank'>Obolo</a>,16.48531011969532,Niger-Congo,Western Africa,Nigeria,NG,4.6191,7.7748
eth,<a href='https://www.ethnologue.com/language/eth' target='_blank'>Ethiopian Sign Language</a>,16.48531011969532,Sign language,Eastern Africa,Ethiopia,ET,8.9761,38.8534
nnh,<a href='https://www.ethnologue.com/language/nnh' target='_blank'>Ngiemboon</a>,16.48531011969532,Niger-Congo,Middle Africa,Cameroon,CM,5.5692,10.1961
qvw,<a href='https://www.ethnologue.com/language/qvw' target='_blank'>Huaylla Wanca Quechua</a>,16.48531011969532,Quechuan,South America,Peru,PE,-12.1726,-75.2858
qxn,<a href='https://www.ethnologue.com/language/qxn' target='_blank'>Northern Conchucos Ancash Quechua</a>,16.48531011969532,Quechuan,South America,Peru,PE,-8.8822,-77.4214
qxo,<a href='https://www.ethnologue.com/language/qxo' target='_blank'>Southern Conchucos Ancash Quechua</a>,16.48531011969532,Quechuan,South America,Peru,PE,-9.3153,-77.059
ywq,<a href='https://www.ethnologue.com/language/ywq' target='_blank'>Wuding-Luquan Yi</a>,16.48531011969532,Sino-Tibetan,Eastern Asia,China,CN,26.0738,102.4185
kno,<a href='https://www.ethnologue.com/language/kno' target='_blank'>Kono (Sierra Leone)</a>,16.48531011969532,Niger-Congo,Western Africa,Sierra Leone,SL,8.6733,-10.9678
dib,<a href='https://www.ethnologue.com/language/dib' target='_blank'>South Central Dinka</a>,16.48531011969532,Nilo-Saharan,Eastern Africa,South Sudan,SS,6.7385,30.3486
nbe,<a href='https://www.ethnologue.com/language/nbe' target='_blank'>Konyak Naga</a>,16.48531011969532,Sino-Tibetan,Southern Asia,India,IN,26.9549,94.6645
thz,<a href='https://www.ethnologue.com/language/thz' target='_blank'>Tayart Tamajeq</a>,16.48531011969532,Afro-Asiatic,Western Africa,Niger,NE,16.9278,7.9665
okr,<a href='https://www.ethnologue.com/language/okr' target='_blank'>Kirike</a>,16.974972796517953,Niger-Congo,Western Africa,Nigeria,NG,4.573,6.9884
pbv,<a href='https://www.ethnologue.com/language/pbv' target='_blank'>Pnar</a>,17.002176278563656,Austro-Asiatic,Southern Asia,India,IN,25.257,92.6687
dgi,<a href='https://www.ethnologue.com/language/dgi' target='_blank'>Northern Dagara</a>,17.002176278563656,Niger-Congo,Western Africa,Burkina Faso,BF,11.0461,-3.0454
cja,<a href='https://www.ethnologue.com/language/cja' target='_blank'>Western Cham</a>,17.05658324265506,Austronesian,South-Eastern Asia,Cambodia,KH,11.9855,105.4226
abs,<a href='https://www.ethnologue.com/language/abs' target='_blank'>Ambonese Malay</a>,17.08378672470076,Creole,South-Eastern Asia,Indonesia,ID,-3.4019,128.551
kxc,<a href='https://www.ethnologue.com/language/kxc' target='_blank'>Konso</a>,17.11099020674646,Afro-Asiatic,Eastern Africa,Ethiopia,ET,5.3844,37.5564
kqn,<a href='https://www.ethnologue.com/language/kqn' target='_blank'>Kaonde</a>,17.11099020674646,Niger-Congo,Eastern Africa,Zambia,ZM,-12.6886,25.7167
khr,<a href='https://www.ethnologue.com/language/khr' target='_blank'>Kharia</a>,17.165397170837867,Austro-Asiatic,Southern Asia,India,IN,21.8428,81.7324
ilp,<a href='https://www.ethnologue.com/language/ilp' target='_blank'>Iranun (Philippines)</a>,17.19260065288357,Austronesian,South-Eastern Asia,Philippines,PH,7.4791,124.6483
kki,<a href='https://www.ethnologue.com/language/kki' target='_blank'>Kagulu</a>,17.19260065288357,Niger-Congo,Eastern Africa,Tanzania,TZ,-6.3834,37.0844
spy,<a href='https://www.ethnologue.com/language/spy' target='_blank'>Sabaot</a>,17.19260065288357,Nilo-Saharan,Eastern Africa,Kenya,KE,0.996,34.6741
xbr,<a href='https://www.ethnologue.com/language/xbr' target='_blank'>Kambera</a>,17.274211099020675,Austronesian,South-Eastern Asia,Indonesia,ID,-9.8845,120.2353
lns,<a href='https://www.ethnologue.com/language/lns' target='_blank'>Lamnso'</a>,17.274211099020675,Niger-Congo,Middle Africa,Cameroon,CM,6.1913,10.8025
saq,<a href='https://www.ethnologue.com/language/saq' target='_blank'>Samburu</a>,17.328618063112078,Nilo-Saharan,Eastern Africa,Kenya,KE,1.557,37.0406
tzo,<a href='https://www.ethnologue.com/language/tzo' target='_blank'>Tzotzil</a>,17.35582154515778,Mayan,Central America,Mexico,MX,16.8029,-92.6883
jbn,<a href='https://www.ethnologue.com/language/jbn' target='_blank'>Nafusi</a>,17.383025027203484,Afro-Asiatic,Northern Africa,Libya,LY,31.9546,11.8618
bkm,<a href='https://www.ethnologue.com/language/bkm' target='_blank'>Kom (Cameroon)</a>,17.410228509249183,Niger-Congo,Middle Africa,Cameroon,CM,6.2708,10.3425
xsm,<a href='https://www.ethnologue.com/language/xsm' target='_blank'>Kasem</a>,17.437431991294886,Niger-Congo,Western Africa,Burkina Faso,BF,11.1666,-1.3411
nba,<a href='https://www.ethnologue.com/language/nba' target='_blank'>Nyemba</a>,17.464635473340586,Niger-Congo,Middle Africa,Angola,AO,-14.8725,16.1957
mog,<a href='https://www.ethnologue.com/language/mog' target='_blank'>Mongondow</a>,17.491838955386292,Austronesian,South-Eastern Asia,Indonesia,ID,0.6314,123.8127
enq,<a href='https://www.ethnologue.com/language/enq' target='_blank'>Enga</a>,17.491838955386292,Trans-New Guinea,Melanesia,Papua New Guinea,PG,-5.4429,143.6601
njz,<a href='https://www.ethnologue.com/language/njz' target='_blank'>Nyishi</a>,17.491838955386292,Sino-Tibetan,Southern Asia,India,IN,28.0573,93.3496
klu,<a href='https://www.ethnologue.com/language/klu' target='_blank'>Klao</a>,17.573449401523394,Niger-Congo,Western Africa,Liberia,LR,4.9048,-8.4933
mwn,<a href='https://www.ethnologue.com/language/mwn' target='_blank'>Nyamwanga</a>,17.600652883569097,Niger-Congo,Eastern Africa,Zambia,ZM,-9.5495,32.5808
bja,<a href='https://www.ethnologue.com/language/bja' target='_blank'>Budza</a>,17.6278563656148,Niger-Congo,Middle Africa,Democratic Republic of the Congo,CD,2.4663,22.492
wof,<a href='https://www.ethnologue.com/language/wof' target='_blank'>Gambian Wolof</a>,17.6278563656148,Niger-Congo,Western Africa,Gambia,GM,13.534,-16.2209
bah,<a href='https://www.ethnologue.com/language/bah' target='_blank'>Bahamas Creole English</a>,17.682263329706203,Creole,Caribbean,Bahamas,BS,24.6955,-78.0511
toh,<a href='https://www.ethnologue.com/language/toh' target='_blank'>Gitonga</a>,17.709466811751902,Niger-Congo,Eastern Africa,Mozambique,MZ,-23.8786,35.178
ngo,<a href='https://www.ethnologue.com/language/ngo' target='_blank'>Ngoni</a>,17.73667029379761,Niger-Congo,Eastern Africa,Tanzania,TZ,-10.9312,35.6784
mfu,<a href='https://www.ethnologue.com/language/mfu' target='_blank'>Mbwela</a>,17.763873775843308,Niger-Congo,Middle Africa,Angola,AO,-14.9771,18.6464
tks,<a href='https://www.ethnologue.com/language/tks' target='_blank'>Takestani</a>,17.79107725788901,Indo-European,Southern Asia,Iran,IR,38.1971,47.9954
mzv,<a href='https://www.ethnologue.com/language/mzv' target='_blank'>Manza</a>,17.79107725788901,Niger-Congo,Middle Africa,Central African Republic,CF,6.3678,18.8853
ndh,<a href='https://www.ethnologue.com/language/ndh' target='_blank'>Ndali</a>,17.79107725788901,Niger-Congo,Eastern Africa,Tanzania,TZ,-9.4774,33.3847
nnq,<a href='https://www.ethnologue.com/language/nnq' target='_blank'>Ngindo</a>,17.79107725788901,Niger-Congo,Eastern Africa,Tanzania,TZ,-9.7177,37.9804
nxd,<a href='https://www.ethnologue.com/language/nxd' target='_blank'>Ngando (Democratic Republic of Congo)</a>,17.79107725788901,Niger-Congo,Middle Africa,Democratic Republic of the Congo,CD,0.0523,22.8416
gso,<a href='https://www.ethnologue.com/language/gso' target='_blank'>Southwest Gbaya</a>,17.79107725788901,Niger-Congo,Middle Africa,Central African Republic,CF,4.4892,15.604
tod,<a href='https://www.ethnologue.com/language/tod' target='_blank'>Toma</a>,17.79107725788901,Niger-Congo,Western Africa,Guinea,GN,8.2061,-9.2763
zea,<a href='https://www.ethnologue.com/language/zea' target='_blank'>Zeeuws</a>,17.79107725788901,Indo-European,Western Europe,Netherlands,NL,51.4987,3.7945
mve,<a href='https://www.ethnologue.com/language/mve' target='_blank'>Marwari (Pakistan)</a>,17.79107725788901,Indo-European,Southern Asia,Pakistan,PK,28.3242,71.5671
bxr,<a href='https://www.ethnologue.com/language/bxr' target='_blank'>Russia Buriat</a>,18.035908596300327,Mongolic,Eastern Europe,Russian Federation,RU,50.8567,105.6436
kss,<a href='https://www.ethnologue.com/language/kss' target='_blank'>Southern Kisi</a>,18.035908596300327,Niger-Congo,Western Africa,Liberia,LR,8.3175,-10.3797
guk,<a href='https://www.ethnologue.com/language/guk' target='_blank'>Gumuz</a>,18.035908596300327,Nilo-Saharan,Eastern Africa,Ethiopia,ET,10.9783,35.7568
mck,<a href='https://www.ethnologue.com/language/mck' target='_blank'>Mbunda</a>,18.117519042437433,Niger-Congo,Middle Africa,Angola,AO,-14.5909,21.5984
mpg,<a href='https://www.ethnologue.com/language/mpg' target='_blank'>Marba</a>,18.117519042437433,Afro-Asiatic,Middle Africa,Chad,TD,9.4894,15.8603
bgw,<a href='https://www.ethnologue.com/language/bgw' target='_blank'>Bhatri</a>,18.171926006528835,Indo-European,Southern Asia,India,IN,19.1369,81.8699
maf,<a href='https://www.ethnologue.com/language/maf' target='_blank'>Mafa</a>,18.199129488574535,Afro-Asiatic,Middle Africa,Cameroon,CM,10.869,13.877
ywt,<a href='https://www.ethnologue.com/language/ywt' target='_blank'>Xishanba Lalo</a>,18.22633297062024,Sino-Tibetan,Eastern Asia,China,CN,25.0973,100.2639
lee,<a href='https://www.ethnologue.com/language/lee' target='_blank'>Lyélé</a>,18.22633297062024,Niger-Congo,Western Africa,Burkina Faso,BF,12.4124,-2.6069
xan,<a href='https://www.ethnologue.com/language/xan' target='_blank'>Xamtanga</a>,18.22633297062024,Afro-Asiatic,Eastern Africa,Ethiopia,ET,12.4543,38.8251
cld,<a href='https://www.ethnologue.com/language/cld' target='_blank'>Chaldean Neo-Aramaic</a>,18.307943416757343,Afro-Asiatic,Western Asia,Iraq,IQ,37.096,43.5045
rmo,<a href='https://www.ethnologue.com/language/rmo' target='_blank'>Sinte Romani</a>,18.33514689880305,Indo-European,Western Europe,Germany,DE,45.0399,21.1497
nsd,<a href='https://www.ethnologue.com/language/nsd' target='_blank'>Southern Nisu</a>,18.36235038084875,Sino-Tibetan,Eastern Asia,China,CN,23.55,102.5333
pwo,<a href='https://www.ethnologue.com/language/pwo' target='_blank'>Pwo Western Karen</a>,18.36235038084875,Sino-Tibetan,South-Eastern Asia,Myanmar,MM,16.7951,94.7801
log,<a href='https://www.ethnologue.com/language/log' target='_blank'>Logo</a>,18.36235038084875,Nilo-Saharan,Middle Africa,Democratic Republic of the Congo,CD,3.4079,29.9419
byv,<a href='https://www.ethnologue.com/language/byv' target='_blank'>Medumba</a>,18.36235038084875,Niger-Congo,Middle Africa,Cameroon,CM,5.0656,10.5928
cdi,<a href='https://www.ethnologue.com/language/cdi' target='_blank'>Chodri</a>,18.471164309031558,Indo-European,Southern Asia,India,IN,20.9535,73.5116
jit,<a href='https://www.ethnologue.com/language/jit' target='_blank'>Jita</a>,18.498367791077257,Niger-Congo,Eastern Africa,Tanzania,TZ,-1.9629,33.731
tek,<a href='https://www.ethnologue.com/language/tek' target='_blank'>Ibali Teke</a>,18.52557127312296,Niger-Congo,Middle Africa,Democratic Republic of the Congo,CD,-3.7009,16.6945
naq,<a href='https://www.ethnologue.com/language/naq' target='_blank'>Khoekhoe</a>,18.55277475516866,Khoe-Kwadi,Southern Africa,Namibia,NA,-20.5927,15.0171
kfz,<a href='https://www.ethnologue.com/language/kfz' target='_blank'>Koromfé</a>,18.579978237214366,Niger-Congo,Western Africa,Burkina Faso,BF,13.8777,-1.8189
ext,<a href='https://www.ethnologue.com/language/ext' target='_blank'>Extremaduran</a>,18.607181719260065,Indo-European,Southern Europe,Spain,ES,40.0566,-6.5402
lam,<a href='https://www.ethnologue.com/language/lam' target='_blank'>Lamba</a>,18.63438520130577,Niger-Congo,Eastern Africa,Zambia,ZM,-12.5978,27.6474
frs,<a href='https://www.ethnologue.com/language/frs' target='_blank'>Eastern Frisian</a>,18.661588683351468,Indo-European,Western Europe,Germany,DE,52.9692,7.7388
ank,<a href='https://www.ethnologue.com/language/ank' target='_blank'>Goemai</a>,18.661588683351468,Afro-Asiatic,Western Africa,Nigeria,NG,8.7636,9.7525
tan,<a href='https://www.ethnologue.com/language/tan' target='_blank'>Tangale</a>,18.661588683351468,Afro-Asiatic,Western Africa,Nigeria,NG,9.8356,11.2036
bww,<a href='https://www.ethnologue.com/language/bww' target='_blank'>Bwa</a>,18.661588683351468,Niger-Congo,Middle Africa,Democratic Republic of the Congo,CD,2.5957,25.2514
ckl,<a href='https://www.ethnologue.com/language/ckl' target='_blank'>Cibak</a>,18.661588683351468,Afro-Asiatic,Western Africa,Nigeria,NG,10.8971,12.9022
daq,<a href='https://www.ethnologue.com/language/daq' target='_blank'>Dandami Maria</a>,18.661588683351468,Dravidian,Southern Asia,India,IN,18.7206,81.0128
hke,<a href='https://www.ethnologue.com/language/hke' target='_blank'>Hunde</a>,18.661588683351468,Niger-Congo,Middle Africa,Democratic Republic of the Congo,CD,-1.2016,28.8995
mdp,<a href='https://www.ethnologue.com/language/mdp' target='_blank'>Mbala</a>,18.661588683351468,Niger-Congo,Middle Africa,Democratic Republic of the Congo,CD,-4.9466,18.1422
mhm,<a href='https://www.ethnologue.com/language/mhm' target='_blank'>Makhuwa-Moniga</a>,18.661588683351468,Niger-Congo,Eastern Africa,Mozambique,MZ,-17.0084,38.1743
mvy,<a href='https://www.ethnologue.com/language/mvy' target='_blank'>Indus Kohistani</a>,18.661588683351468,Indo-European,Southern Asia,Pakistan,PK,35.1918,73.0257
nqg,<a href='https://www.ethnologue.com/language/nqg' target='_blank'>Southern Nago</a>,18.661588683351468,Niger-Congo,Western Africa,Benin,BJ,6.7576,2.6491
ogo,<a href='https://www.ethnologue.com/language/ogo' target='_blank'>Khana</a>,18.661588683351468,Niger-Congo,Western Africa,Nigeria,NG,4.7096,7.4463
gbp,<a href='https://www.ethnologue.com/language/gbp' target='_blank'>Gbaya-Bossangoa</a>,18.661588683351468,Niger-Congo,Middle Africa,Central African Republic,CF,6.7723,17.616
ikw,<a href='https://www.ethnologue.com/language/ikw' target='_blank'>Ikwere</a>,18.661588683351468,Niger-Congo,Western Africa,Nigeria,NG,5.0454,6.8479
iru,<a href='https://www.ethnologue.com/language/iru' target='_blank'>Irula</a>,18.661588683351468,Dravidian,Southern Asia,India,IN,11.1511,76.783
kfa,<a href='https://www.ethnologue.com/language/kfa' target='_blank'>Kodava</a>,18.661588683351468,Dravidian,Southern Asia,India,IN,12.3265,75.8992
kny,<a href='https://www.ethnologue.com/language/kny' target='_blank'>Kanyok</a>,18.661588683351468,Niger-Congo,Middle Africa,Democratic Republic of the Congo,CD,-7.3139,23.5774
nch,<a href='https://www.ethnologue.com/language/nch' target='_blank'>Central Huasteca Nahuatl</a>,18.661588683351468,Uto-Aztecan,Central America,Mexico,MX,21.0613,-98.4251
pcd,<a href='https://www.ethnologue.com/language/pcd' target='_blank'>Picard</a>,18.661588683351468,Indo-European,Western Europe,France,FR,50.1206,2.7759
sav,<a href='https://www.ethnologue.com/language/sav' target='_blank'>Saafi-Saafi</a>,18.661588683351468,Niger-Congo,Western Africa,Senegal,SN,14.625,-17.0568
yba,<a href='https://www.ethnologue.com/language/yba' target='_blank'>Yala</a>,18.661588683351468,Niger-Congo,Western Africa,Nigeria,NG,6.6942,8.6464
ort,<a href='https://www.ethnologue.com/language/ort' target='_blank'>Adivasi Oriya</a>,18.661588683351468,Indo-European,Southern Asia,India,IN,18.2148,82.6097
khq,<a href='https://www.ethnologue.com/language/khq' target='_blank'>Koyra Chiini Songhay</a>,18.661588683351468,Nilo-Saharan,Western Africa,Mali,ML,16.1665,-3.7417
qve,<a href='https://www.ethnologue.com/language/qve' target='_blank'>Eastern Apurímac Quechua</a>,18.661588683351468,Quechuan,South America,Peru,PE,-14.1758,-72.7278
mkn,<a href='https://www.ethnologue.com/language/mkn' target='_blank'>Kupang Malay</a>,18.661588683351468,Creole,South-Eastern Asia,Indonesia,ID,-10.2647,123.6411
bha,<a href='https://www.ethnologue.com/language/bha' target='_blank'>Bharia</a>,19.341675734494014,Dravidian,Southern Asia,India,IN,23.9801,80.0664
bze,<a href='https://www.ethnologue.com/language/bze' target='_blank'>Jenaama Bozo</a>,19.341675734494014,Niger-Congo,Western Africa,Mali,ML,14.3207,-4.2514
lhi,<a href='https://www.ethnologue.com/language/lhi' target='_blank'>Lahu Shi</a>,19.396082698585417,Sino-Tibetan,Eastern Asia,China,CN,22.0421,100.0476
